id	period_month	period_year	division_code	gang_code	gang_description	total_employees	total_hk	total_hari_kerja	total_cuti_tahunan	total_cuti_sakit	total_cuti_minggu	total_cuti_nasional	total_upah_dasar	total_upah_pokok	total_gaji_pokok	total_beras	total_jabatan	total_masa_kerja	total_lembur	total_tunjangan	total_premi_brondol	total_premi_prunning	total_premi	total_potongan	total_pph21	total_bpjs_pekerja	total_bpjs_majikan	total_spsi	total_upah_kotor	total_upah_bersih	created_at	updated_at	source_endpoint	dynamic_premi_data	total_koreksi	informasi_tambahan	total_ffb_weight	total_weight_tbs
1995	12	2025	P1A	A1T	TRANSPORT AIR BATU	4	119	91	7	1	16	4	516880.00	11759020.00	15377180.00	561250.00	0.00	226000.00	3977420.00	5040170.00	0.00	0.00	5938380.00	1323427.00	678131.00	314648.00	943944.00	16000.00	26355730.00	25032303.00	2026-01-06 14:49:43.703	2026-01-06 14:49:43.703	raw-tree	[{"header": "ANGKUT_BIBIT", "total": 25000.0}, {"header": "ANGKUT_KARYAWAN", "total": 480000.0}, {"header": "ANGKUT_PUPUK", "total": 14000.0}, {"header": "ANGKUT_TBK", "total": 762480.0}, {"header": "ANGKUT_TBS", "total": 4656900.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1162.330	NULL
1996	12	2025	P1A	A2M	MAINTENANCE AIR KUNDO	68	2016	1477	83	118	271	67	8786960.00	190857940.00	260507520.00	7004500.00	0.00	2590500.00	4840134.00	14519134.00	0.00	0.00	269756.00	11021291.00	117319.00	5323986.00	15971958.00	256000.00	275296410.00	264275119.00	2026-01-06 14:49:43.913	2026-01-06 14:49:43.913	raw-tree	[{"header": "LEMBUR", "total": 269756.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1162.330	NULL
1997	12	2025	P1A	A2T	TRANSPORT AIR KUNDO	2	61	49	1	1	8	2	258440.00	6331780.00	7882420.00	311550.00	0.00	125500.00	1568560.00	2153110.00	0.00	0.00	2155000.00	582949.00	259801.00	157574.00	472722.00	8000.00	12190530.00	11607581.00	2026-01-06 14:49:44.077	2026-01-06 14:49:44.077	raw-tree	[{"header": "ANGKUT_MATERIAL", "total": 414000.0}, {"header": "ANGKUT_PUPUK", "total": 158800.0}, {"header": "ANGKUT_TBK", "total": 568120.0}, {"header": "ANGKUT_TBS", "total": 1014080.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1162.330	NULL
1998	12	2025	P1A	A3H	HARVESTING AIR HIJAU	32	977	759	49	9	128	32	4135040.00	98077980.00	126247940.00	4088800.00	0.00	569500.00	235284.00	5088584.00	9458750.00	49215500.00	23706228.00	6281848.00	1233020.00	2492414.00	7477242.00	64000.00	202432392.00	196150544.00	2026-01-06 14:49:44.260	2026-01-06 14:49:44.260	raw-tree	[{"header": "ANGKUT_TBS", "total": 350880.0}, {"header": "BRONDOL", "total": 9458750.0}, {"header": "INSENTIF_PANEN", "total": 1165242.0}, {"header": "KINERJA", "total": 3576539.0}, {"header": "KOREKSI", "total": 912930.0}, {"header": "TBS", "total": 8241887.0}]	912930.00	{"premi_prunning": 49215500.0, "premi_insentif_panen": 0.0, "koreksi": 912930.0}	1162.330	NULL
1999	12	2025	P1A	A3M	MAINTENANCE AIR HIJAU	22	668	465	45	48	88	22	2842840.00	60087300.00	86318960.00	2093500.00	0.00	932500.00	4291142.00	7456642.00	0.00	0.00	192320.00	4104490.00	571782.00	1724354.00	5173062.00	84000.00	93967922.00	89863432.00	2026-01-06 14:49:44.417	2026-01-06 14:49:44.417	raw-tree	[{"header": "ANGKUT_TBS", "total": 192320.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1162.330	NULL
2000	12	2025	P1A	A3T	TRANSPORT AIR HIJAU	8	229	186	1	2	32	8	1033760.00	24034920.00	29591380.00	1041750.00	0.00	333500.00	7932432.00	9865682.00	0.00	0.00	7849709.00	2528900.00	1243048.00	626926.00	1880778.00	32000.00	47306771.00	44777871.00	2026-01-06 14:49:44.607	2026-01-06 14:49:44.607	raw-tree	[{"header": "ANGKUT_TBK", "total": 150600.0}, {"header": "ANGKUT_TBS", "total": 7699109.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1162.330	NULL
2001	12	2025	P1B	B1H	HARVESTING GUNUNG RUM	18	535	406	26	13	72	18	2325960.00	52463320.00	69132700.00	2388950.00	0.00	411500.00	0.00	2940950.00	5509000.00	0.00	23237490.00	2943414.00	67802.00	1403806.00	4211418.00	68000.00	91080380.00	88136966.00	2026-01-06 14:49:53.073	2026-01-06 14:49:53.073	raw-tree	[{"header": "BRONDOL", "total": 5509000.0}, {"header": "INSENTIF_PANEN", "total": 2349230.0}, {"header": "KOREKSI", "total": 2115380.0}, {"header": "TBS", "total": 13263880.0}]	2115380.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 2115380.0}	300.470	NULL
2002	12	2025	P1B	B1M	MAINTENANCE GUNUNG RUM	60	1780	1226	130	124	240	60	7753200.00	158423720.00	230011600.00	6005400.00	0.00	2411000.00	235284.00	8812684.00	0.00	0.00	0.00	9640280.00	0.00	4700140.00	14100420.00	240000.00	238824284.00	229184004.00	2026-01-06 14:49:53.217	2026-01-06 14:49:53.217	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	300.470	NULL
2003	12	2025	P1B	B1P	PERCOBAAN GUNUNG RUM	5	147	122	0	1	19	5	646100.00	15764840.00	18995340.00	0.00	0.00	0.00	0.00	0.00	1097250.00	0.00	3514290.00	775320.00	0.00	387660.00	1162980.00	0.00	22509630.00	21734310.00	2026-01-06 14:49:53.397	2026-01-06 14:49:53.397	raw-tree	[{"header": "BRONDOL", "total": 1097250.0}, {"header": "TBS", "total": 2417040.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	300.470	NULL
2004	12	2025	P1B	B1T	TRANSPORT GUNUNG RUM	6	180	144	6	0	24	6	775320.00	18607680.00	23259600.00	847700.00	0.00	396000.00	4996984.00	6671684.00	0.00	0.00	2302790.00	1109916.00	139692.00	473112.00	1419336.00	24000.00	32234074.00	31124158.00	2026-01-06 14:49:53.640	2026-01-06 14:49:53.640	raw-tree	[{"header": "ANGKUT_BIBIT", "total": 170000.0}, {"header": "ANGKUT_MATERIAL", "total": 357000.0}, {"header": "ANGKUT_TBK", "total": 766500.0}, {"header": "ANGKUT_TBS", "total": 1009290.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	300.470	NULL
2005	12	2025	P1B	B3M	MAINTENANCE PADANG TEMBALUN	76	2274	1509	247	140	303	75	9820720.00	194992980.00	293846280.00	7311850.00	0.00	2926500.00	4022240.00	14401090.00	0.00	0.00	0.00	12689128.00	511204.00	5950962.00	17852886.00	276000.00	308247370.00	295558242.00	2026-01-06 14:49:53.793	2026-01-06 14:49:53.793	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	300.470	NULL
2006	12	2025	P1B	B3P	PERCOBAAN PADANG TEMBALUN	9	242	203	0	0	31	8	1162980.00	26231660.00	31271240.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	276378.00	1395576.00	0.00	697788.00	2093364.00	0.00	31547618.00	30152042.00	2026-01-06 14:49:53.940	2026-01-06 14:49:53.940	raw-tree	[{"header": "BERONDOL", "total": 113750.0}, {"header": "TBS", "total": 162628.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	300.470	NULL
2007	12	2025	P1B	B3T	TRANSPORT PADANG TEMBALUN	5	153	110	18	0	20	5	646100.00	14214200.00	19770660.00	618450.00	0.00	257000.00	5321900.00	6544350.00	0.00	0.00	2391946.00	1257307.00	451707.00	392800.00	1178400.00	20000.00	28706956.00	27449649.00	2026-01-06 14:49:54.093	2026-01-06 14:49:54.093	raw-tree	[{"header": "ANGKUT", "total": 232596.0}, {"header": "ANGKUT_BIBIT", "total": 220500.0}, {"header": "ANGKUT_MATERIAL", "total": 575000.0}, {"header": "ANGKUT_TBK", "total": 672960.0}, {"header": "ANGKUT_TBS", "total": 690890.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	300.470	NULL
2008	12	2025	P2A	C1B	HARVESTING PERCOBAAN AIR JANGKAT	1	31	26	0	0	4	1	129220.00	3359720.00	4005820.00	0.00	0.00	0.00	0.00	0.00	477750.00	0.00	1101951.00	155064.00	0.00	77532.00	232596.00	0.00	4918249.00	4763185.00	2026-01-06 14:50:04.073	2026-01-06 14:50:04.073	raw-tree	[{"header": "BRONDOL", "total": 477750.0}, {"header": "KOREKSI", "total": 94761.0}, {"header": "TBS", "total": 529440.0}]	94761.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 94761.0}	1480.190	NULL
2009	12	2025	P2A	C1H	HARVESTING AIR JANGKAT	19	579	433	31	20	76	19	2455180.00	55952260.00	74818380.00	2505400.00	0.00	197000.00	0.00	2818400.00	5801250.00	0.00	16461183.00	3039903.00	49807.00	1477048.00	4431144.00	36000.00	91812427.00	88772524.00	2026-01-06 14:50:04.280	2026-01-06 14:50:04.280	raw-tree	[{"header": "BRONDOL", "total": 5801250.0}, {"header": "INSENTIF_PANEN", "total": 701855.0}, {"header": "KINERJA", "total": 2383462.0}, {"header": "KOREKSI", "total": 1142768.0}, {"header": "TBS", "total": 6431848.0}]	1142768.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 1142768.0}	1480.190	NULL
2010	12	2025	P2A	C1M	MAINTENANCE AIR JANGKAT	30	901	695	30	26	120	30	3876600.00	89807900.00	116427220.00	3612150.00	0.00	1094000.00	5198662.00	10051312.00	0.00	0.00	250000.00	5053911.00	254231.00	2347840.00	7043520.00	104000.00	126728532.00	121674621.00	2026-01-06 14:50:04.490	2026-01-06 14:50:04.490	raw-tree	[{"header": "JAGA_GENSET", "total": 250000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1480.190	NULL
2011	12	2025	P2A	C1T	TRANSPORT AIR JANGKAT	4	124	101	3	0	16	4	516880.00	13051220.00	16023280.00	576600.00	0.00	307000.00	5299492.00	6485592.00	0.00	0.00	6506559.00	1588652.00	940116.00	316268.00	948804.00	16000.00	29015431.00	27426779.00	2026-01-06 14:50:04.700	2026-01-06 14:50:04.700	raw-tree	[{"header": "ANGKUT_PC", "total": 224000.0}, {"header": "ANGKUT_TANAH_PURU", "total": 276000.0}, {"header": "ANGKUT_TBK", "total": 652500.0}, {"header": "ANGKUT_TBS", "total": 4505333.0}, {"header": "RITASE", "total": 848726.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1480.190	NULL
2012	12	2025	P2A	C2H	HARVESTING AIR BETANGAN	31	897	716	26	4	121	30	4005820.00	92521520.00	115910340.00	4143400.00	0.00	423500.00	851505.00	5615405.00	10295250.00	19101950.00	22883752.00	5470332.00	526408.00	2411962.00	7235886.00	120000.00	161655537.00	156185205.00	2026-01-06 14:50:04.863	2026-01-06 14:50:04.863	raw-tree	[{"header": "BRONDOL", "total": 10295250.0}, {"header": "INSENTIF_PANEN", "total": 554325.0}, {"header": "KINERJA", "total": 3582693.0}, {"header": "KOREKSI", "total": 927955.0}, {"header": "TBS", "total": 7523529.0}]	927955.00	{"premi_prunning": 19101950.0, "premi_insentif_panen": 0.0, "koreksi": 927955.0}	1480.190	NULL
2013	12	2025	P2A	C2M	MAINTENANCE AIR BETANGAN	21	631	444	45	37	84	21	2713620.00	57373680.00	81537820.00	1945050.00	0.00	1081500.00	2464882.00	5575432.00	0.00	0.00	0.00	3672830.00	293226.00	1649802.00	4949406.00	80000.00	87113252.00	83440422.00	2026-01-06 14:50:05.037	2026-01-06 14:50:05.037	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1480.190	NULL
2014	12	2025	P2A	C2T	TRANSPORT AIR BETANGAN	6	183	140	12	1	24	6	775320.00	18090800.00	23647260.00	792050.00	0.00	252500.00	4179092.00	5643642.00	0.00	0.00	7650181.00	1357496.00	393012.00	470242.00	1410726.00	24000.00	36941083.00	35583587.00	2026-01-06 14:50:05.170	2026-01-06 14:50:05.170	raw-tree	[{"header": "ANGKT_TBS", "total": 649255.0}, {"header": "ANGKUT_MATERIAL", "total": 32000.0}, {"header": "ANGKUT_PUPUK", "total": 70620.0}, {"header": "ANGKUT_TBK", "total": 539370.0}, {"header": "ANGKUT_TBS", "total": 6358936.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1480.190	NULL
2015	12	2025	P2A	C3H	HARVESTING AIR PAPAN	31	933	731	28	19	124	31	4005820.00	94459820.00	120562260.00	4288900.00	0.00	514000.00	235284.00	5243184.00	11331250.00	0.00	26623478.00	5065661.00	138117.00	2413772.00	7241316.00	100000.00	145899004.00	140833343.00	2026-01-06 14:50:05.363	2026-01-06 14:50:05.363	raw-tree	[{"header": "BRONDOL", "total": 11331250.0}, {"header": "INSENTIF_PANEN", "total": 300000.0}, {"header": "KINERJA", "total": 3488846.0}, {"header": "KOREKSI", "total": 3264959.0}, {"header": "TBS", "total": 8238423.0}]	3264959.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 3264959.0}	1480.190	NULL
2016	12	2025	P2A	C3M	MAINTENANCE AIR PAPAN	27	819	621	36	27	108	27	3488940.00	80245620.00	105831180.00	2895350.00	0.00	1155000.00	0.00	4141350.00	0.00	0.00	0.00	4340928.00	0.00	2116464.00	6349392.00	108000.00	109972530.00	105631602.00	2026-01-06 14:50:05.510	2026-01-06 14:50:05.510	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1480.190	NULL
2017	12	2025	P2A	C3P	HARVESTING PERCOBAAN AIR PAPAN	1	30	25	0	0	4	1	129220.00	3230500.00	3876600.00	0.00	0.00	0.00	0.00	0.00	245000.00	0.00	503125.00	155064.00	0.00	77532.00	232596.00	0.00	4198817.00	4043753.00	2026-01-06 14:50:05.650	2026-01-06 14:50:05.650	raw-tree	[{"header": "BRONDOL", "total": 245000.0}, {"header": "KOREKSI", "total": 90454.0}, {"header": "TBS", "total": 167671.0}]	90454.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 90454.0}	1480.190	NULL
2018	12	2025	P2A	C3T	TRANSPORT AIR PAPAN	6	184	143	6	5	24	6	775320.00	18478460.00	23776480.00	849150.00	0.00	341500.00	4694476.00	6315626.00	0.00	0.00	10012150.00	2093339.00	1125295.00	472022.00	1416066.00	24000.00	40104256.00	38010917.00	2026-01-06 14:50:05.777	2026-01-06 14:50:05.777	raw-tree	[{"header": "ANGKUT_PUPUK", "total": 61600.0}, {"header": "ANGKUT_TBS", "total": 9698550.0}, {"header": "RITASE", "total": 252000.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1480.190	NULL
2019	12	2025	P2B	D1H	HARVESTING AIR KUNYAL	27	818	646	28	9	108	27	3488940.00	83476120.00	105701960.00	3586650.00	0.00	562500.00	201672.00	4554322.00	9455250.00	35721400.00	21630751.00	5028476.00	711248.00	2104614.00	6313842.00	108000.00	163315455.00	158286979.00	2026-01-06 14:50:15.580	2026-01-06 14:50:15.580	raw-tree	[{"header": "ANGKUT_TBS", "total": 386250.0}, {"header": "BRONDOL", "total": 9455250.0}, {"header": "INSENTIF_PANEN", "total": 393760.0}, {"header": "KINERJA", "total": 3241000.0}, {"header": "KOREKSI", "total": 2146489.0}, {"header": "TBS", "total": 6008002.0}]	2146489.00	{"premi_prunning": 35721400.0, "premi_insentif_panen": 0.0, "koreksi": 2146489.0}	1248.280	NULL
2020	12	2025	P2B	D1M	MAINTENANCE AIR KUNYAL	23	706	505	45	41	92	23	2989506.67	65692266.75	91770166.77	2250050.00	0.00	1134000.00	4335953.00	7871003.00	0.00	0.00	0.00	4104173.00	383405.00	1816384.00	5449152.00	88000.00	99641169.77	95536996.77	2026-01-06 14:50:15.740	2026-01-06 14:50:15.740	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1248.280	NULL
2021	12	2025	P2B	D1T	TRANSPORT AIK KUNYAL	4	124	95	9	0	16	4	516880.00	12275900.00	16023280.00	585900.00	0.00	223000.00	5400328.00	6470728.00	0.00	0.00	3775022.50	950906.00	305730.00	314588.00	943764.00	16000.00	26269030.50	25318124.50	2026-01-06 14:50:15.887	2026-01-06 14:50:15.887	raw-tree	[{"header": "ANGKUT_PC", "total": 87780.0}, {"header": "ANGKUT_TBS", "total": 3687242.5}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1248.280	NULL
2022	12	2025	P2B	D2H	HARVESTING AIR LIMPAS	35	1066	857	21	13	140	35	4522700.00	110741540.00	137748520.00	4283400.00	0.00	1087000.00	1960700.00	7526600.00	13301750.00	46676150.00	41218801.00	7806056.00	2195336.00	2735360.00	8206080.00	140000.00	226809577.00	219003521.00	2026-01-06 14:50:16.027	2026-01-06 14:50:16.027	raw-tree	[{"header": "ANGKUT_TBS", "total": 3250000.0}, {"header": "BRONDOL", "total": 13301750.0}, {"header": "INSENTIF_PANEN", "total": 2982449.0}, {"header": "JAGA_GENSET", "total": 250000.0}, {"header": "KINERJA", "total": 4735000.0}, {"header": "KOREKSI", "total": 3180247.0}, {"header": "TBS", "total": 13519355.0}]	3180247.00	{"premi_prunning": 46676150.0, "premi_insentif_panen": 0.0, "koreksi": 3180247.0}	1248.280	NULL
2023	12	2025	P2B	D2M	MAINTENANCE AIR LIMPAS	21	640	465	32	38	84	21	2713620.00	60087300.00	82700800.00	1838550.00	0.00	1132500.00	224080.00	3254630.00	0.00	0.00	0.00	3385644.00	0.00	1650822.00	4952466.00	84000.00	85955430.00	82569786.00	2026-01-06 14:50:16.153	2026-01-06 14:50:16.153	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1248.280	NULL
2024	12	2025	P2B	D2P	HARVESTING PERCOBAAN AIR LIMPAS	1	31	26	0	0	4	1	129220.00	3359720.00	4005820.00	0.00	0.00	0.00	0.00	0.00	812000.00	1693900.00	3894510.00	155064.00	0.00	77532.00	232596.00	0.00	9594230.00	9439166.00	2026-01-06 14:50:16.303	2026-01-06 14:50:16.303	raw-tree	[{"header": "ANGKUT_TBS", "total": 400000.0}, {"header": "BRONDOL", "total": 812000.0}, {"header": "INSENTIF_PANEN", "total": 762043.0}, {"header": "TBS", "total": 1920467.0}]	0.00	{"premi_prunning": 1693900.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1248.280	NULL
2025	12	2025	P2B	D2T	TRANSPORT AIK LIMPAS	8	236	187	7	2	32	8	1033760.00	24164140.00	30495920.00	1068800.00	0.00	331000.00	7080928.00	9043228.00	0.00	0.00	10187346.00	2175437.00	889685.00	626876.00	1880628.00	32000.00	49726494.00	47551057.00	2026-01-06 14:50:16.450	2026-01-06 14:50:16.450	raw-tree	[{"header": "ANGKUT_PC", "total": 803395.0}, {"header": "ANGKUT_TBS", "total": 8272525.0}, {"header": "RITASE", "total": 1111426.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1248.280	NULL
2026	12	2025	P2B	K2H	HARVESTING PLASMA CENDIL	6	185	138	17	0	24	6	775320.00	17832360.00	23905700.00	825450.00	0.00	189500.00	0.00	1088450.00	703500.00	5817500.00	703500.00	961964.00	0.00	468982.00	1406946.00	24000.00	31515150.00	30553186.00	2026-01-06 14:50:16.637	2026-01-06 14:50:16.637	raw-tree	[{"header": "BRONDOL", "total": 703500.0}]	0.00	{"premi_prunning": 5817500.0, "premi_insentif_panen": 0.0, "koreksi": 0}	1248.280	NULL
2027	12	2025	DME	E1H	HARVESTING AIK CENDONG	27	810	610	39	26	108	27	3488940.00	78824200.00	104668200.00	3246400.00	0.00	562500.00	0.00	3990900.00	15291500.00	0.00	31533320.00	6057453.00	1740225.00	2104614.00	6313842.00	108000.00	136997032.00	130939579.00	2026-01-06 14:50:22.283	2026-01-06 14:50:22.283	raw-tree	[{"header": "BRONDOL", "total": 15291500.0}, {"header": "INSENTIF_PANEN", "total": 2700000.0}, {"header": "KINERJA", "total": 7175000.0}, {"header": "KOREKSI", "total": 1597694.0}, {"header": "TBS", "total": 4769126.0}]	1597694.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 1597694.0}	2147.270	NULL
2028	12	2025	DME	E1M	MAINTENANCE  AIK CENDONG	29	884	628	72	39	116	29	3753898.00	81293556.00	114432538.00	2940850.00	0.00	1566500.00	2957860.00	7607210.00	0.00	0.00	0.00	4943211.60	259874.00	2283668.80	6851006.40	116000.00	122039748.00	117096536.40	2026-01-06 14:50:22.513	2026-01-06 14:50:22.513	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2147.270	NULL
2029	12	2025	DME	E1P	PERCOBAAN AIK CENDONG	2	61	51	0	0	8	2	258440.00	6590220.00	7882420.00	0.00	0.00	0.00	0.00	0.00	2569000.00	0.00	3964437.00	318128.00	0.00	155064.00	465192.00	8000.00	11661181.00	11343053.00	2026-01-06 14:50:22.660	2026-01-06 14:50:22.660	raw-tree	[{"header": "BRONDOL", "total": 2569000.0}, {"header": "INSENTIF_PANEN", "total": 450000.0}, {"header": "KOREKSI", "total": 92838.0}, {"header": "TBS", "total": 852599.0}]	92838.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 92838.0}	2147.270	NULL
2030	12	2025	DME	E1T	TRANSPORT  AIK CENDONG	5	149	120	4	0	20	5	646100.00	15506400.00	19253780.00	625700.00	0.00	98000.00	5097820.00	6172520.00	0.00	0.00	8966541.00	2045499.00	1246259.00	389620.00	1168860.00	20000.00	34392841.00	32347342.00	2026-01-06 14:50:22.803	2026-01-06 14:50:22.803	raw-tree	[{"header": "ANGKUT", "total": 8966541.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2147.270	NULL
2031	12	2025	DME	E2H	HARVESTING AIK RAYA	27	808	626	27	20	108	27	3488940.00	80891720.00	104409760.00	3692650.00	0.00	436000.00	0.00	4329150.00	12412750.00	16599000.00	33690521.00	6258947.00	1868887.00	2141030.00	6306252.00	108000.00	155892393.00	149672466.00	2026-01-06 14:50:22.963	2026-01-06 18:59:15.717	raw-tree	[{"header": "BRONDOL", "total": 12412750.0}, {"header": "INSENTIF_PANEN", "total": 4050000.0}, {"header": "KINERJA", "total": 8175000.0}, {"header": "KOREKSI", "total": 1568019.0}, {"header": "TBS", "total": 7484752.0}]	1568019.00	{"premi_prunning": 16599000.0, "premi_insentif_panen": 0.0, "koreksi": 1568019.0}	2147.270	NULL
2032	12	2025	DME	E2M	MAINTENANCE AIK RAYA	24	735	542	47	26	96	24	3101280.00	70037240.00	94976700.00	2143250.00	0.00	1206500.00	672240.00	4098990.00	0.00	0.00	0.00	3904398.00	38602.00	1884898.00	5654694.00	96000.00	99075690.00	95171292.00	2026-01-06 14:50:23.250	2026-01-06 14:50:23.250	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2147.270	NULL
2033	12	2025	DME	E2P	MASA PERCOBAAN AIK RAYAK	4	82	62	3	1	12	4	516880.00	8011640.00	10596040.00	0.00	0.00	0.00	0.00	0.00	1079750.00	1258900.00	2200683.00	636256.00	0.00	310128.00	930384.00	16000.00	13990385.00	13354129.00	2026-01-06 14:50:23.480	2026-01-06 14:50:23.480	raw-tree	[{"header": "BRONDOL", "total": 1079750.0}, {"header": "INSENTIF_PANEN", "total": 450000.0}, {"header": "KOREKSI", "total": 32619.0}, {"header": "TBS", "total": 638314.0}]	32619.00	{"premi_prunning": 1258900.0, "premi_insentif_panen": 0.0, "koreksi": 32619.0}	2147.270	NULL
2034	12	2025	DME	E2T	TRANSPORT AIK RAYA	6	185	146	9	0	24	6	775320.00	18866120.00	23905700.00	710850.00	0.00	198500.00	4537620.00	5885970.00	0.00	0.00	4662581.00	1694402.00	732078.00	469162.00	1407486.00	24000.00	34454251.00	32759849.00	2026-01-06 14:50:23.667	2026-01-06 14:50:23.667	raw-tree	[{"header": "ANGKUT", "total": 4662581.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2147.270	NULL
2035	12	2025	DME	E3H	HARVESTING AIK KANDIS	30	907	726	16	15	120	30	3876600.00	93813720.00	117202540.00	4000500.00	0.00	308500.00	0.00	4510500.00	11081000.00	9276800.00	28552143.00	5800490.00	1016230.00	2332130.00	6996390.00	120000.00	154942369.00	149141879.00	2026-01-06 14:50:23.810	2026-01-06 14:50:23.810	raw-tree	[{"header": "BRONDOL", "total": 11081000.0}, {"header": "INSENTIF_PANEN", "total": 3000000.0}, {"header": "KINERJA", "total": 5885000.0}, {"header": "KOREKSI", "total": 2299807.0}, {"header": "TBS", "total": 6286336.0}]	2299807.00	{"premi_prunning": 9276800.0, "premi_insentif_panen": 0.0, "koreksi": 2299807.0}	2147.270	NULL
2036	12	2025	DME	E3M	MAINTENANCE AIK KANDIS	33	983	725	52	45	129	32	4264260.00	93684500.00	127023260.00	3205700.00	0.00	1562500.00	2128760.00	7049460.00	0.00	0.00	0.00	5311612.00	0.00	2589806.00	7769418.00	132000.00	134072720.00	128761108.00	2026-01-06 14:50:24.040	2026-01-06 14:50:24.040	raw-tree	[]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2147.270	NULL
2037	12	2025	DME	E3P	PERCOBAAN AIK KANDIS	3	66	54	0	0	9	3	387660.00	6977880.00	8528520.00	0.00	0.00	0.00	436956.00	436956.00	288750.00	0.00	537588.00	477192.00	0.00	232596.00	697788.00	12000.00	9503064.00	9025872.00	2026-01-06 14:50:24.243	2026-01-06 14:50:24.243	raw-tree	[{"header": "ANGKUT", "total": 115989.0}, {"header": "BRONDOL", "total": 288750.0}, {"header": "TBS", "total": 132849.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2147.270	NULL
2038	12	2025	DME	E3T	TRANSPORT AIK KANDIS	5	151	115	11	0	20	5	646100.00	14860300.00	19512220.00	642950.00	0.00	104500.00	3282772.00	4368722.00	0.00	0.00	2381622.00	1106132.00	306632.00	389750.00	1169250.00	20000.00	26262564.00	25156432.00	2026-01-06 14:50:24.510	2026-01-06 14:50:24.510	raw-tree	[{"header": "ANGKUT", "total": 2381622.0}]	0.00	{"premi_prunning": 0.0, "premi_insentif_panen": 0.0, "koreksi": 0}	2147.270	NULL
